"last_name, first_name","player_id","year","pa","k_percent","bb_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","z_swing_percent","oz_swing_percent","oz_contact_percent","out_zone_percent","meatball_swing_percent","meatball_percent","pitch_count","iz_contact_percent","in_zone_percent","edge_percent","whiff_percent","swing_percent"
"Stanton, Giancarlo",519317,2021,579,27.1,10.9,".370",".363",32.6,15.7,56.3,"108.657830625","99.263673807",63.5,28,49.5,54.4,66.1,6.9,2426,76.5,45.6,41.4,32.6,44.2
"Yastrzemski, Mike",573262,2021,532,24.6,9.6,".326",".318",33.1,10.3,39.3,"99.157264671","93.794353174",67.9,23,59.1,49,81.6,7.8,2103,80.2,51,42.6,24.2,45.9
"Aguilar, Jesús",542583,2021,510,18.2,9,".334",".334",34.7,8.5,41,"100.000025495","94.305900248",63.8,27.4,55.3,52.1,65.8,7.6,2066,82.9,47.9,41.7,25.9,44.8
"Story, Trevor",596115,2021,595,23.4,8.9,".341",".335",34.2,9.9,42.6,"100.826442959","94.729589592",73.6,30.5,51.9,52.8,81.5,7.2,2402,82,47.2,41.6,27.4,50.8
"Grisham, Trent",663757,2021,527,22.6,10.2,".320",".309",31,5.2,36.8,"99.288052118","93.873059115",63.6,16.8,57.8,49.3,77.4,7.3,2168,82.5,50.7,43.6,21.7,40.5
"Hernández, César",514917,2021,637,21.2,9.3,".302",".311",32.6,6.8,33.2,"98.368510187","93.237272693",68.3,26.1,59.4,50.2,79.9,7.1,2457,83,49.8,43.5,22,47.1
"Anderson, Tim",641313,2021,551,21.6,4,".345",".324",32.5,7.8,42.3,"100.468994726","94.526930721",79.1,36.9,56.8,50.6,84.2,8.6,2010,82.2,49.4,42,25.9,57.8
"Segura, Jean",516416,2021,567,13.8,6.9,".338",".319",31.1,5.9,37.4,"99.697739358","93.921203784",66.7,30.1,68.5,49.3,71.6,7.4,2182,87.5,50.7,40.2,17.3,48.7
"Solak, Nick",669256,2021,511,20.9,6.7,".299",".299",29.3,6.5,33.5,"98.209109143","93.137323639",64.2,30,62.2,53.3,68.2,7.6,2054,81.7,46.7,40.8,24.8,46
"Marte, Starling",516782,2021,526,18.8,8.2,".364",".347",32.6,8.4,39.6,"100.239516776","94.207705479",71,30.2,56.2,52.6,77.6,7.7,1970,82.3,47.4,42.3,24.6,49.5
"Escobar, Eduardo",500871,2021,599,20.7,8,".334",".328",38,8.9,34.5,"98.233403679","93.168115165",72.2,28.9,63.7,52.5,82.4,7.8,2404,81.6,47.5,41.3,23.9,49.5
"Edman, Tommy",669242,2021,691,13.7,5.5,".301",".316",31.5,4.2,35.1,"98.07999625","93.108010092",65.6,28.2,70.1,48.6,77.4,7.5,2612,90.7,51.4,43.7,14.9,47.4
"Turner, Justin",457759,2021,612,16,10,".358",".359",36.5,7.9,42.4,"99.559758318","94.25153575",66.9,22.7,69.4,50.8,77,8.1,2465,86.8,49.2,43.1,17.7,44.5
"Duvall, Adam",594807,2021,555,31.4,6.3,".324",".330",33.3,16.1,43.9,"101.576989532","95.059923684",67,34,51.6,51.5,67.9,7.4,2158,81.1,48.5,42.1,29.3,50
"García, Adolis",666969,2021,622,31.2,5.1,".314",".299",29.4,11.5,45.5,"101.116772974","95.023074923",74.7,35.7,50.6,52.7,82.9,7,2508,73.7,47.3,41.9,34.2,54.1
"Albies, Ozzie",645277,2021,686,18.7,6.9,".336",".329",37,9.3,37.2,"98.68556664","93.56121501",82.4,34.1,64.8,53,96.3,6.2,2608,79.7,47,42.1,24.9,56.8
"Soler, Jorge",624585,2021,602,23.6,11.1,".323",".359",30.9,12.7,47,"103.589178942","96.139729418",70.1,23,42.8,53.6,82.1,7.2,2413,81.3,46.4,40.3,29.2,44.8
"Muncy, Max",571970,2021,592,20.3,14,".379",".407",34.9,16.1,46.6,"102.0590325","95.545324574",60.3,15.7,52.1,50.9,75.3,7.1,2434,83.2,49.1,42.2,23.4,37.6
"Reynolds, Bryan",668804,2021,646,18.4,11.6,".385",".386",39.9,10.4,40.8,"100.899979412","94.776504943",75.4,24.8,52.3,52.3,89.1,8.1,2493,84.6,47.7,41.7,23.9,48.9
"Rizzo, Anthony",519203,2021,576,15.1,9,".339",".347",31.4,7.7,41.1,"100.696655631","94.60294966",64.5,29.4,67.5,51.1,69.1,6.7,2230,84.4,48.9,43.2,20.8,46.5
"Andrus, Elvis",462101,2021,541,15,5.7,".270",".308",34,2.1,34.8,"98.143821256","93.154317918",65.9,31.9,61.3,50.1,70.8,7,2053,89.2,49.9,41.5,19.6,48.9
"Brantley Jr., Michael",488726,2021,508,10.4,6.5,".347",".361",38.8,5.8,42.9,"99.686219375","94.187918365",65.9,24.1,78.1,48.7,67.6,7.4,1868,92.7,51.3,43.3,10.9,45.6
"Polanco, Jorge",593871,2021,644,18.3,7,".349",".348",36.1,10.1,37.4,"99.644968803","94.059153897",70.5,29.7,62.3,51.3,77.5,7.2,2489,87.5,48.7,43.3,19.7,49.5
"Peralta, David",444482,2021,538,17.1,8.6,".314",".293",27.2,5,41.8,"101.204662576","94.748489747",66.3,27.4,59.6,50.9,77.6,7.6,2062,86.6,49.1,43.3,21.3,46.5
"Benintendi, Andrew",643217,2021,538,18,6.7,".328",".331",38.5,8.9,43.2,"98.80441545","93.810618421",73.9,30.1,67,48.8,87,7.9,2045,80.2,51.2,42.9,22.5,52.5
"Lopez, Nicky",670032,2021,565,13.1,8.7,".329",".283",27.6,0.7,26.9,"95.857798365","91.988841157",65.1,24.5,66,49.2,70.3,8.2,2126,89.2,50.8,42.1,15.7,45.1
"Sanó, Miguel",593934,2021,532,34.4,11.1,".332",".322",32.3,17.7,55.9,"105.463960417","97.768462404",66.1,26.5,36.1,54.3,81,6.2,2195,74.1,45.7,43.3,38.2,44.6
"Bryant, Kris",592178,2021,586,23,10.6,".356",".346",37.1,10.3,40,"99.222537","93.821051447",73.7,26.7,46.5,53,81.9,6.9,2232,82.4,47,41.4,28,48.7
"Arenado, Nolan",571448,2021,653,14.7,7.7,".336",".311",34.1,6.7,37.5,"98.719642976","93.570965437",67.4,29,65.4,53.7,63.9,6.3,2443,89.6,46.3,41.5,18.5,46.8
"Báez, Javier",595879,2021,547,33.6,5.1,".344",".321",32.7,13.4,45.2,"102.100878994","95.40051456",75.8,44.6,46.5,60.5,85.6,5,2065,70.6,39.5,40.2,40.6,56.9
"Bogaerts, Xander",593428,2021,603,18.7,10.3,".368",".359",36.4,9.7,43,"100.949849336","94.630657583",62.4,31,66.4,53.3,73.7,6.8,2505,84.5,46.7,42.8,22,45.7
"Cabrera, Miguel",408234,2021,526,22.4,7.6,".305",".315",32.8,8.3,49,"101.953387486","95.613068408",69.1,30.2,57.1,50.7,77.4,7.6,2035,82,49.3,40.1,25.8,49.4
"Rosario, Amed",642708,2021,588,20.4,5.3,".315",".300",32,2.8,43.5,"100.03613414","94.229745093",64,34.7,59.1,51.4,67.7,7.8,2156,84.2,48.6,40.6,24.8,48.9
"Guerrero Jr., Vladimir",665489,2021,698,15.8,12.3,".419",".421",33.7,15.1,55.2,"106.811861538","98.446351968",73.8,24.5,47.6,53.7,85.8,6.7,2509,81.7,46.3,42.1,27.8,47.3
"Carlson, Dylan",666185,2021,619,24.6,9.2,".336",".322",40.6,7,31.1,"97.425225408","92.83641898",67.2,23.9,52.9,51.3,73.6,7.6,2530,79,48.7,41.9,27.9,45
"Riley, Austin",663586,2021,662,25.4,7.9,".379",".366",36.5,13.3,45.6,"102.871134252","95.650249087",72.2,31.1,57.3,53.6,82.1,7.6,2595,78.9,46.4,43.2,28.3,50.2
"Grossman, Robbie",543257,2021,671,23.1,14.6,".337",".334",39.5,7.6,34.1,"97.650887745","92.935303661",63.4,15.7,57.8,52.5,79.4,7.1,2817,84,47.5,42,21.6,38.4
"Dozier, Hunter",641531,2021,543,28.4,7.9,".293",".299",33,8.8,42.2,"100.920294588","94.659477906",70.4,29.8,38.3,53.2,79.9,6.9,2076,81.7,46.8,41.3,32.4,48.8
"Turner, Trea",607208,2021,646,17,6.3,".386",".364",34.6,7.4,46.2,"101.311622295","94.938968542",72.4,26.4,56.6,50.5,78.5,8.4,2487,84.6,49.5,41.6,23,49.2
"Rojas, Josh",668942,2021,550,24.9,10.5,".327",".295",40.7,4.8,31.1,"97.144273046","92.673279109",62.9,21.2,59.3,49.5,71.9,8,2316,81.6,50.5,44,23.6,42.2
"Rojas, Miguel",500743,2021,539,13.7,6.9,".311",".287",32.4,2.8,32.9,"96.919576095","92.460967976",66.4,26.3,61.4,51.7,78.2,7.3,2001,88.6,48.3,41.7,19.3,45.7
"Devers, Rafael",646240,2021,664,21.5,9.3,".373",".394",35.2,15,51.8,"104.101831156","96.761008486",77.7,32.4,61.3,53.2,87.9,6.9,2502,77.3,46.8,42.8,27.7,53.6
"Donaldson, Josh",518626,2021,543,21,13.6,".353",".388",30.2,17.4,52.7,"104.204804343","97.023133829",70.2,22.6,57.9,52.6,83.8,7.5,2125,77.4,47.4,39.6,27.6,45.2
"Mountcastle, Ryan",663624,2021,586,27.5,7,".335",".326",38.9,11.8,39.7,"100.499725842","94.394270947",76,38.2,54,55.2,89,6.4,2295,77.2,44.8,41.6,31.6,55.1
"Lindor, Francisco",596019,2021,524,18.3,11.1,".317",".344",35.6,8.2,44.1,"100.654597006","94.782827712",70.8,26.2,60.9,52.6,86,6.8,2096,82.4,47.4,43.2,23.2,47.4
"Bell, Josh",605137,2021,568,17.8,11.4,".352",".367",28.5,8.8,52,"103.31235455","96.348443033",74.1,23.8,55.3,54.4,83.3,6.3,2182,83.7,45.6,41.1,24.1,46.7
"LeMahieu, DJ",518934,2021,679,13.8,10.8,".315",".340",33.3,3.7,43.5,"100.113305573","94.512956356",62,20.4,71.7,49.4,69.2,7.6,2660,90.2,50.6,41.4,14.4,41.4
"Cronenworth, Jake",630105,2021,643,14,8.6,".341",".344",35.8,7.2,35,"98.727004664","93.509905895",62.5,23.5,68.7,49.6,71.6,7.2,2435,92.2,50.4,43.7,13.7,43.2
"Perez, Salvador",521692,2021,665,25.6,4.2,".359",".371",34.1,16.3,56.2,"104.087645903","97.05981185",78.6,44.7,50,58.2,83.6,6.1,2392,79.3,41.8,40,33.7,58.9
"Santana, Carlos",467793,2021,659,15.5,13.1,".294",".335",28,6.8,41.9,"100.529242479","94.571698094",66.9,22.6,63.4,53.1,73.9,7.4,2706,83.3,46.9,43.6,22.3,43.4
"Gallo, Joey",608336,2021,616,34.6,18,".348",".352",29.4,18.5,45.8,"103.455349562","96.100400474",64.4,19,35.1,52.7,76.9,6.7,2612,68.7,47.3,42.3,38.8,40.4
"Grichuk, Randal",545341,2021,545,20.9,5,".300",".297",30.4,8.5,41.1,"101.265902714","94.873053501",73.7,32.4,55.2,51.7,85.3,7.8,2004,87,48.3,41.9,23.2,52.3
"Tapia, Raimel",606132,2021,533,13.1,7.5,".305",".273",19.9,2.1,31.5,"96.953380048","92.476739258",69,33,72.3,49.3,70.9,7.7,1973,90.7,50.7,42.5,14.7,51.2
"Mancini III, Trey",641820,2021,616,23.2,8.3,".326",".341",36,10.4,42,"101.505868937","94.869304891",65.8,30.8,56,53.6,76.3,7.2,2468,78.2,46.4,42.2,29.6,47
"Gurriel Jr., Lourdes",666971,2021,541,18.9,5.9,".333",".339",35.8,9.6,43,"100.4470094","94.556565915",68.3,34.3,61,51.3,78.9,7.8,2072,83.6,48.7,42.8,24.2,50.9
"Lowrie, Jed",476704,2021,512,21.1,9.6,".311",".343",36.5,9.3,45.9,"100.200115198","94.60925779",70.8,20.9,53.4,48.4,82.3,8.1,2033,81.7,51.6,43.4,24.2,46.7
"Lowe, Brandon",664040,2021,615,27.2,11.1,".363",".357",37.2,14,43.1,"100.943196413","94.724953913",78.4,29.8,50,53.4,89.1,7.1,2339,74.6,46.6,42.7,32.8,52.5
"Altuve, Jose",514888,2021,678,13.4,9.7,".357",".332",32.1,6.4,35,"98.384760909","93.261160455",66.8,30.3,71.5,53.4,80.1,6.5,2489,89.4,46.6,42.2,15.9,47.4
"Machado, Manny",592518,2021,640,15.9,9.8,".350",".376",33.8,13.3,52.2,"104.861270593","97.161278811",70.2,28.9,58.5,53.7,77.5,8,2238,85.7,46.3,41.2,23,48
"Pham, Tommy",502054,2021,561,22.8,13.9,".318",".350",35.6,10,47.6,"101.782107886","95.261546371",60,16,49.7,49.6,76.2,7.2,2374,83.4,50.4,40.9,23.6,38.2
"Chapman, Matt",656305,2021,622,32.5,12.9,".311",".321",32.1,13.7,41.7,"101.114826012","94.75382",66.5,22.9,52.4,50.1,84.4,7.9,2675,72.4,49.9,42.9,32.7,44.6
"Freeman, Freddie",518692,2021,695,15.4,12.2,".379",".416",37.2,11.5,46.1,"101.764448826","95.351215951",77.6,25.7,67.3,50.9,91.7,6.7,2688,82.7,49.1,43.7,21,51.2
"Verdugo, Alex",657077,2021,604,15.9,8.4,".334",".342",34.9,7.3,43.3,"100.363833673","94.50134427",62.3,26.4,66.4,49,76.2,7.3,2346,88.7,51,44,17.7,44.7
"Tucker, Kyle",663656,2021,567,15.9,9.3,".383",".396",42,11.6,47.5,"100.838759238","95.0535942",80.9,26.4,62.9,52,95.2,6.7,2180,85.5,48,42.5,20.3,52.5
"Adames, Willy",642715,2021,555,28.1,10.3,".349",".325",35.1,11.4,44.7,"100.71382731","94.667554152",72.2,27.5,47.5,52.3,85.4,7.4,2221,75.6,47.7,41.6,32.6,48.9
"Gurriel Jr., Yuli",493329,2021,605,11.2,9.8,".363",".326",31,3.4,42,"99.889790127","94.187271203",62.2,26.1,75.8,53.8,76.3,5.9,2292,91.2,46.2,41.3,13.9,42.8
"France, Ty",664034,2021,650,16.3,7.1,".353",".346",35.9,6.8,38.9,"99.630842766","93.91855583",72.1,30,61.6,51.8,80,7.3,2394,89.5,48.2,41.4,19.1,50.3
"Frazier, Adam",624428,2021,639,10.8,7.5,".341",".324",38.9,1,25.2,"94.770636087","91.395336317",67.9,26.1,74.5,48.6,75.6,7.7,2352,92.2,51.4,41.3,12.4,47.6
"Chisholm Jr., Jazz",665862,2021,507,28.6,6.7,".312",".307",29,9,42,"100.832046938","94.723985799",64.8,31,55.5,52.1,80.7,6.9,2040,76.8,47.9,41.9,29.9,47.2
"Fletcher, David",664058,2021,665,9,4.7,".273",".280",30.4,0,15.7,"92.661183488","90.514600036",61.2,29.2,80.9,46,71.4,9.3,2218,94,54,42.2,9.5,46.5
"Happ, Ian",664023,2021,535,29.2,11.6,".328",".317",30.8,10.9,41.3,"100.682785163","94.566082557",65.7,23.1,46.2,51.2,82.8,7,2250,75.3,48.8,43.3,32.3,43.9
"Judge, Aaron",592450,2021,633,25,11.8,".387",".418",38.5,17.6,58.4,"107.090197563","98.864780584",66.1,23.7,50.7,55.6,78,6,2654,79.8,44.4,43.1,29.1,42.5
"Swanson, Dansby",621020,2021,653,25.6,8,".322",".332",36.8,11.4,42.7,"99.888272056","94.152698735",72.4,24.1,51.8,50.3,82.7,7.6,2578,75.5,49.7,42.6,30.4,48.1
"Cron, C.J.",543068,2021,547,21.4,11,".383",".364",31.9,11.5,42,"101.733108492","94.934202465",66.3,30.8,57.7,54.2,70.3,6.6,2191,80.8,45.8,44.2,27.4,47.1
"Newman, Kevin",621028,2021,554,7.4,4.9,".249",".275",32,1.6,26,"95.837500212","91.93298839",63.3,26.5,74.1,50,69.5,8.7,1926,92.5,50,41.1,12.1,44.9
"Taylor, Michael A.",572191,2021,528,27.3,6.3,".286",".300",30.6,6.6,40.2,"100.404271228","94.393365396",75.3,30.5,47.5,52.2,83.9,7.6,2113,76.6,47.8,42,31.2,51.9
"Abreu, José",547989,2021,659,21.7,9.3,".354",".349",31.2,10.2,49.3,"102.892077685","95.964420464",66.7,32.2,53.8,52.7,71.1,7.8,2606,82.6,47.3,41,27.7,48.4
"Soto, Juan",665742,2021,654,14.2,22.2,".420",".429",29.7,13.3,52.7,"104.58028599","97.062348402",60,12.2,56.4,52.2,76.3,6.7,2601,85.3,47.8,40.3,20,35
"Harrison, Josh",543281,2021,558,13.4,5.6,".325",".333",39.5,4.4,32.6,"97.20370125","92.65377125",75.1,35.5,72.6,49.8,77.4,7.1,1877,85,50.2,40.6,18.8,55.4
"Meadows, Austin",640457,2021,591,20.6,10,".327",".326",36.1,8.7,37.9,"99.236473035","93.763605871",70.9,25.1,55.4,52.9,81.6,6.9,2366,83.5,47.1,42.6,24.4,46.7
"Semien, Marcus",543760,2021,724,20.2,9.1,".368",".336",35.2,9.8,41.3,"99.347364664","93.999108178",69.7,21.3,55.7,50.8,82.7,7.9,2923,85.6,49.2,42.3,21.5,45.1
"Seager, Kyle",572122,2021,670,24,8.8,".308",".319",35.7,12.3,40.1,"99.68216","94.062280564",72.3,29.2,50,52.8,79.8,7.2,2554,79.4,47.2,42.8,29.7,49.6
"Goldschmidt, Paul",502671,2021,679,20,9.9,".373",".397",36.9,13.6,50.6,"102.744108602","96.119572675",64.4,25.2,66.5,51.6,72.8,7.3,2751,78.8,48.4,40.3,24.9,44.2
"Crawford, J.P.",641487,2021,687,16.6,8.4,".314",".298",34.3,2.4,30.6,"97.337774462","92.671236474",64,21.7,65.5,46.8,75,8.9,2791,89.5,53.2,42.4,15.5,44.2
"Hernández, Teoscar",606192,2021,595,24.9,6.1,".369",".370",37.4,13.9,49,"103.3032702","96.169584775",75.8,30.7,43.7,53.1,81,6.7,2290,79.4,46.9,41,31.8,51.8
"Cruz Jr., Nelson",443558,2021,584,21.6,8.7,".346",".363",31.8,13.6,52.5,"105.497885455","97.364589369",73.8,31,52.6,53.2,89.3,7.7,2198,77.3,46.8,40.8,30.7,51
"Alvarez, Yordan",670541,2021,598,24.2,8.4,".369",".386",37.2,15.9,54.2,"104.437748426","97.123948655",61.9,26.3,56.3,53,66.7,6.4,2397,87.1,47,40.8,22.7,43.1
"Haniger, Mitch",571745,2021,691,24.5,7.8,".340",".350",33.6,12.6,45.1,"100.90811287","94.762439739",65,29.2,49.9,51.5,72.4,7.3,2775,79.9,48.5,41.5,29.8,46.6
"Moncada, Yoán",660162,2021,616,25.5,13.6,".347",".353",40,8.2,41.2,"100.949227444","94.870101083",63.6,23.6,49.7,52.5,73,6.9,2596,81,47.5,44.6,28.1,42.6
"Torres, Gleyber",650402,2021,516,20.2,9.7,".307",".331",37.1,7.8,35.7,"98.748265196","93.463817961",70.8,22.7,56.4,50.1,84,7.2,2078,79.2,49.9,43,26.3,46.7
"Mullins II, Cedric",656775,2021,675,18.5,8.7,".372",".344",35.7,8.1,39.4,"99.369452076","93.977727373",64.8,27.7,63.5,50,79.5,7.9,2588,82.8,50,43,20.8,46.3
"Blackmon, Charlie",453568,2021,582,15.6,9.3,".333",".359",32.6,7,38.5,"99.359821596","93.750499272",67.9,26.2,63.5,49.3,75.3,7,2144,85.3,50.7,43.5,20.2,47.3
"Farmer, Kyle",571657,2021,529,18.3,4.2,".316",".302",36,4.3,31.9,"97.545416308","92.888295077",65.4,35.4,64.7,51.6,68.8,6.4,1955,88.5,48.4,43,20,49.9
"Taylor, Chris",621035,2021,582,28.7,10.8,".338",".329",38.1,10.2,38.1,"99.754756176","93.990311298",69.3,20.8,43.2,48.9,83.1,7.9,2384,74.1,51.1,43.5,32.8,45.6
"McCutchen, Andrew",457705,2021,574,23,14.1,".335",".344",33.6,9,39.5,"99.449259775","93.945349747",63.7,19.1,50,49.4,80.6,7.8,2308,81.1,50.6,40.7,25.9,41.7
"Hernández, Enrique",571771,2021,585,18.8,10.4,".338",".346",36.5,8.4,43.2,"99.999080443","94.357513827",66.8,24.9,53.7,52.9,79.2,7,2265,85.8,47.1,38.9,23.5,44.6
"Realmuto, J.T.",592663,2021,537,24,8.9,".336",".329",31.2,8.6,44.7,"101.300227486","94.997809341",69.9,30.7,61.4,52,79.9,7.8,2096,78.6,48,42.9,27,49.5
"Alonso, Pete",624413,2021,637,19.9,9.4,".363",".377",34.5,14.8,47.3,"103.709055662","96.163804165",70.9,30.8,58.8,53.8,85.4,6.8,2298,83.4,46.2,42.6,24.9,49.3
"Suárez, Eugenio",553993,2021,574,29.8,9.8,".306",".326",33,15,39.8,"100.26923","94.340085339",64.3,23.3,43.3,52.6,73.3,7.4,2391,81.3,47.4,42.1,29.5,42.7
"García, Avisaíl",541645,2021,515,23.5,7.4,".346",".366",35.9,12.2,46.4,"102.661785607","95.672483217",81.9,37.2,50.4,53.4,91.3,5.9,1756,74.5,46.6,42.4,33.7,58.1
"Schoop, Jonathan",570731,2021,674,19.7,5.5,".324",".311",30.1,6.8,40.2,"101.189261968","94.661372435",70.9,35.3,58.5,51.7,80.3,6.9,2588,84.3,48.3,42.8,24.7,52.5
"Correa, Carlos",621043,2021,640,18.1,11.7,".364",".369",33.5,9.4,42.7,"101.559240852","95.042767326",62,24.1,59.8,52.6,72.7,7.4,2610,87.4,47.4,41.7,20.9,42.1
"Bichette, Bo",666182,2021,690,19.9,5.8,".354",".355",33.5,9.9,47.5,"102.637648103","95.817675415",79.6,38.1,62.7,52.5,87.7,6.2,2609,85.6,47.5,43.2,22.3,57.8
"Urías, Luis",649966,2021,570,20.4,11.1,".340",".333",34.9,9.3,40.5,"99.110538783","93.797357825",67.9,25.3,64.3,50.6,77.1,7.7,2278,81.8,49.4,44.2,22.8,46.3
"Walsh, Jared",665120,2021,585,26,8.2,".357",".326",33.6,11.3,41.3,"101.660333632","94.949250264",68.5,31.6,61.1,52,80.3,7.7,2256,79.7,48,42.8,26.1,49.3
"Renfroe, Hunter",592669,2021,572,22.7,7.7,".344",".354",32.7,14.4,44.3,"102.674148889","95.514085899",66.7,31.8,60.7,53,73.2,7,2191,81.2,47,41.1,25.9,48.2
"McMahon, Ryan",641857,2021,596,24.7,9.9,".334",".325",40.2,7.3,43.5,"100.810510524","94.736908351",73.2,24.4,49.1,50,84.7,7.9,2388,78,50,42.7,29.2,48.8
"Kiner-Falefa, Isiah",643396,2021,677,13.3,4.1,".293",".292",31.6,1.8,28.8,"96.328326447","92.167027033",62.6,30.7,70.1,50.4,62.7,6.9,2396,93,49.6,42.8,14.5,46.5
"Ohtani, Shohei",660271,2021,639,29.6,15,".393",".408",35.4,22.3,53.6,"105.900177151","97.802022297",69.7,27.3,48.4,56.5,86.4,6.5,2594,73.1,43.5,41.7,35.1,45.8
"Hays, Austin",669720,2021,529,20.2,5.3,".328",".316",32.2,9.1,39.2,"99.72384466","93.967000942",64.4,29.5,50.2,51.5,70.1,7.5,1957,87.1,48.5,41.1,24.6,46.4
"Iglesias, Jose",578428,2021,511,14.7,4.1,".304",".297",35.5,3.4,28.6,"96.57281701","92.297143784",68.5,43.2,69.6,53.7,77.4,7.4,1858,89.5,46.3,41.1,18.9,55
"Harper, Bryce",547180,2021,599,22.4,16.7,".431",".430",38.9,18.1,49.7,"104.095508409","96.641756068",75.3,24.8,49.7,55.1,86.1,6,2401,74.8,44.9,39.7,32,47.5
"Villar, Jonathan",542340,2021,505,26.1,9.1,".320",".307",29.9,7.4,34.9,"99.828691447","93.930594182",74.6,28,50.3,53.1,87.1,7.5,1967,77.6,46.9,41.7,30.1,49.9
"Martinez, J.D.",502110,2021,634,23.7,8.7,".364",".374",41.2,12.5,49.4,"102.421753991","95.887919576",76.5,33.7,53.3,52,84.1,7.1,2410,79.1,48,43,29.2,54.2
"Smith, Pavin",656976,2021,545,19.4,7.7,".318",".312",33.6,5.1,42.7,"100.06822449","94.188626913",59.5,23.8,61.3,48.6,78,7.9,2076,90.7,51.4,44.6,17.3,42.1
"Olson, Matt",621566,2021,673,16.8,13.1,".379",".378",32.4,12.7,48.8,"102.889106926","95.968662554",72.2,23.7,62.9,51.8,83.7,7.5,2774,81.6,48.2,41.3,23.1,47
